experiment,dataset,train_dataset,agent,stage,cell,score,raw_mean,lower_mean,upper_mean,complete,reason,max_step,expected_step,eval_path,eval_mtime,agent_path,agent_mtime,agent_newer_than_eval
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,train_min,145.07(tm),145.07,4133.29,1.87,2849.70,True,ok,120000,120000,tmps/evals/base/td3bc_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784018948.9194689,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,125.63,125.63,3579.46,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784748391.5492697,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,84.28,84.28,2402.16,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784749089.5419574,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,125.28,125.28,3569.49,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784749693.5335917,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,train_min,!42.66(tm),42.66,1216.65,1.87,2849.70,True,ok,520000,520000,tmps/evals/base/scas_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784527478.1498113,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,train,!111.24(t),111.24,3169.80,1.87,2849.70,True,ok,500000,500000,tmps/evals/base_train/scaspl_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784297792.1327193,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_1e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,101.83,101.83,2901.72,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_1e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784750231.7138052,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,bc,test,63.23,63.23,1802.61,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_init/bc/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784750695.365448,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,test,62.48,62.48,1781.22,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_init/td3bc_n/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784633426.5217555,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,68.61,68.61,1955.71,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784751102.037055,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,47.66,47.66,1359.08,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784751646.109292,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,66.01,66.01,1881.73,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784752173.980729,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,train_min,!42.66(tm),42.66,1216.65,1.87,2849.70,True,ok,520000,520000,tmps/evals/base/scas_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784527478.1498113,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,test,!61.42,61.42,1750.87,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scaspl_n/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784634207.5755377,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_5e-1@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,57.82,57.82,1648.56,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_5e-1@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784752530.6860847,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,bc,test,22.85,22.85,652.62,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_init/bc/noise_init_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784752719.7198572,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,td3bc_n,train_min,145.07(tm),145.07,4133.29,1.87,2849.70,True,ok,120000,120000,tmps/evals/base/td3bc_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784018948.9194689,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,iql,test,24.94,24.94,712.24,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784752887.6578295,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,cql,test,15.65,15.65,447.67,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784753090.8866403,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,aspl_c,test,25.89,25.89,739.23,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784753316.870366,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scas_n,train_min,!42.66(tm),42.66,1216.65,1.87,2849.70,True,ok,520000,520000,tmps/evals/base/scas_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784527478.1498113,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scaspl_n,train,!111.24(t),111.24,3169.80,1.87,2849.70,True,ok,500000,500000,tmps/evals/base_train/scaspl_n/walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784297792.1327193,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_1e0@walker2d_d4rl_hybrid,walker2d_d4rl_hybrid,scc_n,test,19.24,19.24,549.73,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_1e0@walker2d_d4rl_hybrid-v0/data/eval_data.hdf5,1784753454.9796042,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,bc,test,23.91,23.91,682.67,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_init/bc/noise_init_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784753752.470239,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,test,100.21,100.21,2855.65,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_init/td3bc_n/noise_init_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784644414.528299,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,iql,test,69.16,69.16,1971.48,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784754231.091404,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,cql,test,33.96,33.96,968.87,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784754978.9798603,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,69.52,69.52,1981.78,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784755573.8684986,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,scas_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scas_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784715743.136751,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scaspl_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784720841.8312109,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_5e-2@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,122.11,122.11,3479.34,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_5e-2@walker2d_replay_medium-v0/data/eval_data.hdf5,1784756375.4167948,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,bc,test,24.08,24.08,687.69,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_init/bc/noise_init_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784756661.736375,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,train_min,104.15(tm),104.15,2967.89,1.87,2849.70,True,ok,120000,120000,tmps/evals/base/td3bc_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784019403.2167323,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,iql,test,64.43,64.43,1836.61,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784757089.3613493,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,cql,test,30.03,30.03,857.12,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784757685.8970397,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,58.11,58.11,1656.80,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784758130.1516287,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,scas_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scas_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784715743.136751,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scaspl_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784720841.8312109,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_1e-1@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,122.92,122.92,3502.55,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_1e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784758939.5450196,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,bc,test,13.82,13.82,395.46,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_init/bc/noise_init_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784759136.711429,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,test,50.54,50.54,1441.02,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_init/td3bc_n/noise_init_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784649114.8866549,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,iql,test,34.65,34.65,988.70,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784759394.542609,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,cql,test,12.83,12.83,367.37,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784759740.0399938,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,33.41,33.41,953.21,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784760055.0349808,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,scas_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scas_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784715743.136751,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scaspl_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784720841.8312109,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_5e-1@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,67.08,67.08,1912.25,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_5e-1@walker2d_replay_medium-v0/data/eval_data.hdf5,1784760553.6085794,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,bc,test,4.51,4.51,130.17,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_init/bc/noise_init_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784760629.0511448,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,td3bc_n,train_min,104.15(tm),104.15,2967.89,1.87,2849.70,True,ok,120000,120000,tmps/evals/base/td3bc_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784019403.2167323,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,iql,test,9.88,9.88,283.13,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_init/iql/noise_init_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784760719.9896388,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,cql,test,4.38,4.38,126.48,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/cql/noise_init_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784760862.8658755,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,aspl_c,test,13.82,13.82,395.50,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/aspl_c/noise_init_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784761009.595123,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,scas_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scas_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784715743.136751,source/ice_offline/agent/scas_n.py,1784703326.2021632,False
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,scaspl_n,train,,,,1.87,2849.70,False,missing_required_step,200000,500000,tmps/evals/base_train/scaspl_n/walker2d_replay_medium-v0/data/eval_data.hdf5,1784720841.8312109,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_init,noise_init_1e0@walker2d_replay_medium,walker2d_replay_medium,scc_n,test,21.62,21.62,617.51,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_init/scc_n/noise_init_1e0@walker2d_replay_medium-v0/data/eval_data.hdf5,1784761177.221293,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,bc,test,112.93,112.93,3217.80,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784762057.1707745,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,td3bc_n,test,117.82,117.82,3357.06,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784699602.6768577,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,iql,test,97.81,97.81,2787.42,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784762731.06928,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,cql,test,114.69,114.69,3268.18,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784764258.4872172,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,aspl_c,test,117.39,117.39,3344.99,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784765121.5351253,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,scas_n,train_min,!99.62(tm),99.62,2838.86,1.87,2849.70,True,ok,520000,520000,tmps/evals/base/scas_n/walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784527161.0425758,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,scaspl_n,test,!120.87,120.87,3444.02,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784703086.1223674,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_5e-2@walker2d_d4rl_medium,walker2d_d4rl_medium,scc_n,test,116.15,116.15,3309.51,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_5e-2@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784765934.5730488,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,bc,test,109.85,109.85,3130.25,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784766661.2716742,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,td3bc_n,test,114.89,114.89,3273.63,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784705145.070245,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,iql,test,95.04,95.04,2708.40,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784767312.2530239,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,cql,test,112.86,112.86,3215.97,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784768888.1800795,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,aspl_c,test,117.19,117.19,3339.17,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784769688.1975422,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,scas_n,train_min,!99.62(tm),99.62,2838.86,1.87,2849.70,True,ok,520000,520000,tmps/evals/base/scas_n/walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784527161.0425758,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,scaspl_n,test,!120.82,120.82,3442.72,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784709405.3286524,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_1e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,scc_n,test,113.79,113.79,3242.37,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_1e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784770488.430211,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,bc,test,35.66,35.66,1017.28,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784770792.3440676,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,td3bc_n,test,40.06,40.06,1142.70,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784710484.7783668,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,iql,test,36.19,36.19,1032.54,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784771089.6995566,source/ice_offline/agent/iql.py,1782794022.2878957,False
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,cql,test,36.91,36.91,1052.91,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/cql/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784771669.1980567,source/ice_offline/agent/cql.py,1783915264.2770967,False
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,aspl_c,test,44.38,44.38,1265.83,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/aspl_c/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784772021.3459976,source/ice_offline/agent/aspl_c.py,1784018860.2534056,False
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,scas_n,train_min,!99.62(tm),99.62,2838.86,1.87,2849.70,True,ok,520000,520000,tmps/evals/base/scas_n/walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784527161.0425758,source/ice_offline/agent/scas_n.py,1784703326.2021632,True
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,scaspl_n,test,!38.96,38.96,1111.51,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scaspl_n/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784711019.6956053,source/ice_offline/agent/scaspl_n.py,1784739867.0986953,True
noise_action,noise_action_5e-1@walker2d_d4rl_medium,walker2d_d4rl_medium,scc_n,test,42.23,42.23,1204.49,1.87,2849.70,True,ok,520000,520000,tmps/evals/noise_action/scc_n/noise_action_5e-1@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784772352.7789576,source/ice_offline/agent/scc_n.py,1783914967.242309,False
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,bc,test,8.67,8.67,248.68,1.87,2849.70,True,ok,70000,70000,tmps/evals/noise_action/bc/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784772467.2125926,source/ice_offline/agent/bc.py,1782794022.1788964,False
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,td3bc_n,test,10.91,10.91,312.54,1.87,2849.70,True,ok,120000,120000,tmps/evals/noise_action/td3bc_n/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784711200.6343243,source/ice_offline/agent/td3bc_n.py,1784018860.2535148,False
noise_action,noise_action_1e0@walker2d_d4rl_medium,walker2d_d4rl_medium,iql,test,9.37,9.37,268.80,1.87,2849.70,True,ok,220000,220000,tmps/evals/noise_action/iql/noise_action_1e0@walker2d_d4rl_medium-v0/data/eval_data.hdf5,1784772590.6321971,source/ice_offline/agent/iql.py,1782794022.2878957,False
